TIME,Dureza,Tasa_Prod,Asp,EC,EE,Calidad
01/01/1995 0:00,100,368,2.78,15.1,29.7,0.053
02/01/1995 0:00,100,426,3,26.9,0,0.108
03/01/1995 0:00,101,446,3,29.5,0,0.098
04/01/1995 0:00,99,395,3,18.9,25.4,0.056
05/01/1995 0:00,102,380,3,17.5,26.6,0.051
06/01/1995 0:00,105,393,2.95,26.1,0,0.138
07/01/1995 0:00,108,400,2.95,27.7,0,0.222
08/01/1995 0:00,107,403,2.95,29,3,0.129
09/01/1995 0:00,106,397,2.95,20.5,23.6,0.088
10/01/1995 0:00,105,391,2.95,18.2,26.3,0.062
11/01/1995 0:00,101,388,2.95,18.3,26.7,0.031
12/01/1995 0:00,100,402,2.95,18.8,27.7,0.042
13/01/1995 0:00,103,404,2.95,19.4,22.9,0.04
14/01/1995 0:00,105,391,2.94,19.7,26,0.075
15/01/1995 0:00,103,377,2.94,29.7,1.3,0.07
16/01/1995 0:00,103,395,2.94,21.4,16.7,0.053
17/01/1995 0:00,105,385,2.94,21.7,22.8,0.081
18/01/1995 0:00,105,400,3.04,26.4,5.4,0.103
19/01/1995 0:00,104,390,3.04,21.6,22.4,0.129
20/01/1995 0:00,103,406,3.04,21.4,25.2,0.089
21/01/1995 0:00,104,393,3.04,21.9,21.6,0.085
22/01/1995 0:00,103,386,3.03,24.2,16.5,0.053
23/01/1995 0:00,103,395,3.03,24.1,18.3,0.065
24/01/1995 0:00,102,397,3.03,20,27.1,0.096
25/01/1995 0:00,102,400,3.03,19.6,25.5,0.133
26/01/1995 0:00,103,390,2.83,21.3,24.9,0.089
27/01/1995 0:00,103,390,2.83,21.4,23.3,0.067
28/01/1995 0:00,102,398,2.83,19.9,25.8,0.068
29/01/1995 0:00,102,402,1.82,20.1,25.7,0.085
30/01/1995 0:00,105,339,2.32,26.4,0,0.137
31/01/1995 0:00,107,403,2.32,29,0,0.125
01/02/1995 0:00,105,373,3.05,20.6,20.8,0.103
02/02/1995 0:00,104,417,3.05,29.3,0,0.085
03/02/1995 0:00,104,412,3.05,18.5,21.6,0.058
04/02/1995 0:00,102,397,3.05,20.7,18.7,0.082
05/02/1995 0:00,102,385,2.83,20.1,25.4,0.153
06/02/1995 0:00,101,376,2.83,23,16,0.108
07/02/1995 0:00,101,392,2.83,20.7,25.4,0.077
08/02/1995 0:00,103,399,2.83,21.1,21.3,0.069
09/02/1995 0:00,103,401,2.94,22.6,12.4,0.06
10/02/1995 0:00,104,390,2.94,31.3,0,0.076
11/02/1995 0:00,104,390,2.94,23.3,24.4,0.073
12/02/1995 0:00,103,408,2.94,22.3,7.7,0.094
13/02/1995 0:00,102,421,2.95,20.7,24.8,0.109
14/02/1995 0:00,101,393,2.95,20.9,3.3,0.093
15/02/1995 0:00,104,421,2.95,23.6,0,0.116
16/02/1995 0:00,106,408,2.95,22.4,24.9,0.145
17/02/1995 0:00,104,396,2.94,20,25.8,0.112
18/02/1995 0:00,104,421,2.94,33.5,0.9,0.126
19/02/1995 0:00,104,390,2.94,21.4,24.7,0.055
20/02/1995 0:00,103,397,2.94,20.8,25.4,0.095
21/02/1995 0:00,102,402,2.9,21.2,25.5,0.073
22/02/1995 0:00,103,418,2.9,20.4,26.8,0.13
23/02/1995 0:00,103,409,2.9,20.7,18.1,0.1
24/02/1995 0:00,104,412,2.9,19.6,28.5,0.09
25/02/1995 0:00,103,409,2.95,20.3,27.3,0.065
26/02/1995 0:00,106,415,2.95,20.4,28.1,0.055
27/02/1995 0:00,104,412,2.95,21.2,23.8,0.149
28/02/1995 0:00,107,403,2.95,18.9,23.2,0.161
01/03/1995 0:00,105,405,2.93,19.4,27.6,0.09
02/03/1995 0:00,,402,2.93,26.7,15.8,0.093
03/03/1995 0:00,102,400,2.93,20.4,26.2,0.081
04/03/1995 0:00,103,391,,20.3,20.3,0.093
05/03/1995 0:00,104,397,2.89,19.4,26.6,0.073
06/03/1995 0:00,104,404,2.89,20.2,27.1,0.089
07/03/1995 0:00,105,371,2.54,18,13.9,0.085
08/03/1995 0:00,104,381,2.54,17.7,27,0.033
09/03/1995 0:00,103,298,2.54,3.7,27.2,0.202
10/03/1995 0:00,104,345,2.54,0,17.2,0.078
11/03/1995 0:00,102,399,2.83,14,21,0.062
12/03/1995 0:00,102,400,2.83,25.3,11.8,0.041
13/03/1995 0:00,104,394,2.83,22.4,21.8,0.082
14/03/1995 0:00,102,392,3.26,22,21.9,0.068
15/03/1995 0:00,104,393,3.26,23.1,22,0.066
16/03/1995 0:00,103,398,3.26,30,0,0.06
17/03/1995 0:00,103,401,3.26,20.8,23.8,0.059
18/03/1995 0:00,103,388,3.16,22.4,23.1,0.044
19/03/1995 0:00,105,377,3.16,17.2,26.4,0.059
20/03/1995 0:00,104,371,3.16,19.9,22,0.033
21/03/1995 0:00,104,400,3.15,23.2,21.1,0.067
22/03/1995 0:00,106,388,3.15,18.4,26.9,0.058
23/03/1995 0:00,105,368,3.15,18.7,25.2,0.058
24/03/1995 0:00,106,377,3.15,18.5,18.7,0.099
25/03/1995 0:00,105,401,3.15,22.7,7.5,0.1
26/03/1995 0:00,105,403,3.15,22.7,16.1,0.072
27/03/1995 0:00,107,375,3.15,20.9,8,0.035
28/03/1995 0:00,106,373,3.15,16.1,26.1,0.035
29/03/1995 0:00,104,378,3.35,16,26.3,0.029
30/03/1995 0:00,101,382,3.35,17.7,26.4,0.018
31/03/1995 0:00,99,397,3.35,21.1,22.9,0.047
01/04/1995 0:00,100,374,3.35,22.9,4.9,0.045
02/04/1995 0:00,99,379,3.52,20,21.6,0.043
03/04/1995 0:00,101,379,3.52,17,26.4,0.087
04/04/1995 0:00,102,379,3.52,22.7,20.6,0.098
05/04/1995 0:00,102,379,3.52,21.2,20.5,0.051
06/04/1995 0:00,102,405,3.52,30.6,0,0.053
07/04/1995 0:00,103,431,3.52,23.3,15.1,0.053
08/04/1995 0:00,104,354,3.52,21.1,14.1,0.038
09/04/1995 0:00,102,346,3.52,19.8,12.8,0.028
10/04/1995 0:00,103,352,3.52,18.2,20.5,0.033
11/04/1995 0:00,104,351,3.52,19.7,0,0.061
12/04/1995 0:00,105,352,3.52,22.9,6.1,0.067
13/04/1995 0:00,103,350,3.52,19.5,20.2,0.043
14/04/1995 0:00,102,248,1.22,7,0,0.076
15/04/1995 0:00,104,347,1.22,29.7,0,0.067
16/04/1995 0:00,102,416,3.34,32.6,6.2,0.083
17/04/1995 0:00,102,410,3.34,22.8,17.9,0.071
18/04/1995 0:00,103,403,3.34,21.7,25,0.093
19/04/1995 0:00,103,390,3.35,24.5,11.1,0.066
20/04/1995 0:00,103,399,3.35,21.2,25.6,0.051
21/04/1995 0:00,101,415,3.35,19.9,25,0.055
22/04/1995 0:00,101,408,3.35,23.4,14.2,0.201
23/04/1995 0:00,105,417,3.06,23.8,19.2,0.07
24/04/1995 0:00,104,393,3.06,20.8,25,0.058
25/04/1995 0:00,101,415,3.06,21.9,23.1,0.063
26/04/1995 0:00,103,416,3.06,21.5,24.7,0.051
27/04/1995 0:00,101,411,3.34,21.1,13.3,0.07
28/04/1995 0:00,103,407,3.34,23.3,18.9,0.041
29/04/1995 0:00,104,397,3.34,20.6,24.9,0.033
30/04/1995 0:00,106,408,3.34,27.6,0.1,0.04
01/05/1995 0:00,104,396,3.3,19.5,23.4,0.075
02/05/1995 0:00,106,397,3.3,19.2,22.4,0.085
03/05/1995 0:00,102,417,3.3,20,23.6,0.043
04/05/1995 0:00,104,411,3.3,23.1,16.5,0.051
05/05/1995 0:00,106,403,3.31,28,3.1,0.094
06/05/1995 0:00,104,418,3.31,27.8,2.4,0.052
07/05/1995 0:00,103,406,3.31,22.3,20.8,0.059
08/05/1995 0:00,107,412,3.31,19.4,26.6,0.028
09/05/1995 0:00,105,411,3.34,19.4,25.9,0.068
10/05/1995 0:00,106,405,3.34,19.5,24,0.048
11/05/1995 0:00,102,412,3.34,19.8,21.1,0.046
12/05/1995 0:00,103,396,3.34,24,12.4,0.046
13/05/1995 0:00,105,411,3.34,19.2,24.6,0.075
14/05/1995 0:00,105,405,3.34,22.9,18.4,0.092
15/05/1995 0:00,102,410,3.34,28.7,0,0.07
16/05/1995 0:00,105,409,3.34,33.2,0,0.887
17/05/1995 0:00,106,383,2.94,33,0,0.29
18/05/1995 0:00,106,407,2.94,33.4,3.5,0.193
19/05/1995 0:00,106,373,2.94,32.8,5.3,0.198
20/05/1995 0:00,107,346,2.94,22.4,12.1,0.145
21/05/1995 0:00,104,354,2.03,31.4,0,0.128
22/05/1995 0:00,107,301,2.03,21.4,11.1,0.134
23/05/1995 0:00,107,298,2.03,20.8,27.1,0.134
24/05/1995 0:00,106,310,2.33,20.1,22.1,0.564
25/05/1995 0:00,106,324,2.33,29.6,0.1,0.251
26/05/1995 0:00,106,318,2.33,30,0.1,0.133
27/05/1995 0:00,105,318,2.33,29.2,0,0.1
28/05/1995 0:00,105,294,2.24,29.5,0,0.138
29/05/1995 0:00,104,287,2.24,26.1,3,0.159
30/05/1995 0:00,104,311,2.24,21.4,25.1,0.208
31/05/1995 0:00,103,291,2.24,20.4,25,0.097
01/06/1995 0:00,103,312,2.14,21.2,21.1,0.068
02/06/1995 0:00,102,292,2.14,20.6,24.3,0.07
03/06/1995 0:00,102,301,2.14,21.5,23.1,0.059
04/06/1995 0:00,104,327,2.14,24.2,23.2,0.087
05/06/1995 0:00,104,326,2.12,33.2,0,0.174
06/06/1995 0:00,104,290,2.12,24.7,0,0.028
07/06/1995 0:00,104,315,2.12,20.3,14.7,0.04
08/06/1995 0:00,105,324,2.12,24.1,8.9,0.032
09/06/1995 0:00,106,344,2.65,21.9,15.7,0.081
10/06/1995 0:00,106,349,2.65,17.1,25,0.074
11/06/1995 0:00,106,364,2.65,18.7,21.4,0.067
12/06/1995 0:00,104,370,2.65,24.6,7.2,0.057
13/06/1995 0:00,104,387,2.99,24.1,9,0.09
14/06/1995 0:00,103,391,2.99,25.1,8.6,0.104
15/06/1995 0:00,105,394,2.99,28.5,6.7,0.104
16/06/1995 0:00,106,396,2.99,23.3,19.8,0.075
17/06/1995 0:00,106,385,3.35,20,20.7,0.073
18/06/1995 0:00,103,385,3.35,21.8,21.1,0.078
19/06/1995 0:00,104,388,3.35,25.9,0.1,0.056
20/06/1995 0:00,104,394,3.35,21,20.5,0.074
21/06/1995 0:00,104,395,3.35,21.6,21.6,0.11
22/06/1995 0:00,106,380,3.35,23.6,18.2,0.063
23/06/1995 0:00,104,392,3.35,21.9,14.6,0.058
24/06/1995 0:00,105,391,3.35,17.2,19.5,0.038
25/06/1995 0:00,103,412,3.27,18.9,20.9,0.031
26/06/1995 0:00,101,394,3.27,19.5,19.5,0.036
27/06/1995 0:00,102,407,3.27,20.8,18.5,0.035
28/06/1995 0:00,102,411,3.27,22.8,18.6,0.036
29/06/1995 0:00,104,407,3.25,20.3,10.2,0.05
30/06/1995 0:00,106,412,3.25,27.7,4.7,0.063
01/07/1995 0:00,104,420,3.25,20.9,19.2,0.084
02/07/1995 0:00,102,395,3.25,30,19.6,0.063
03/07/1995 0:00,104,398,3.32,21.2,20.7,0.049
04/07/1995 0:00,103,409,3.32,22.1,20.7,0.071
05/07/1995 0:00,103,422,3.32,22.4,21.3,0.098
06/07/1995 0:00,102,398,3.32,21.5,22,0.105
07/07/1995 0:00,103,383,3.15,26.3,6.2,0.068
08/07/1995 0:00,105,390,3.15,25.6,12.9,0.106
09/07/1995 0:00,106,390,3.15,25.6,13.9,0.091
10/07/1995 0:00,106,343,3.15,24.9,0.6,0.111
11/07/1995 0:00,106,360,2.64,26.1,10.6,0.134
12/07/1995 0:00,101,369,2.64,27.7,5.7,0.092
13/07/1995 0:00,102,369,2.64,30.2,0,0.062
14/07/1995 0:00,102,415,2.64,34.4,0,0.067
15/07/1995 0:00,103,442,3.52,32.5,0,0.093
16/07/1995 0:00,103,431,3.52,32.4,0,0.093
17/07/1995 0:00,104,445,3.52,29,10.5,0.186
18/07/1995 0:00,104,444,3.52,27.4,10.4,0.1
19/07/1995 0:00,103,437,3.33,28,15.1,0.233
20/07/1995 0:00,106,426,3.33,26.7,11.4,0.111
21/07/1995 0:00,106,397,3.33,27.6,9.9,0.073
22/07/1995 0:00,105,418,3.33,26.1,17.7,0.128
23/07/1995 0:00,105,433,3.15,28.4,12.7,0.203
24/07/1995 0:00,106,437,3.15,28.5,14.6,0.183
25/07/1995 0:00,103,408,3.15,26.9,17.7,0.1
26/07/1995 0:00,106,422,3.15,30.9,10.6,0.081
27/07/1995 0:00,104,425,3.52,28.9,11.1,0.082
28/07/1995 0:00,105,430,3.52,29.8,7.4,0.098
29/07/1995 0:00,105,424,3.52,28.9,10.1,0.105
30/07/1995 0:00,103,442,2.53,30.3,10.8,0.209
31/07/1995 0:00,103,363,2.53,26.5,10.8,0.046
01/08/1995 0:00,102,414,2.53,29.3,10.9,0.081
02/08/1995 0:00,103,441,3.24,30.7,10.9,0.089
03/08/1995 0:00,103,431,3.24,31.7,7.2,0.111
04/08/1995 0:00,105,414,3.24,32.3,8,0.095
05/08/1995 0:00,104,440,3.24,32.1,9.9,0.174
06/08/1995 0:00,105,453,3.15,32.2,7.1,0.133
07/08/1995 0:00,104,436,3.15,32.3,7.2,0.164
08/08/1995 0:00,107,432,3.15,32.7,7.5,0.139
09/08/1995 0:00,107,424,3.15,28.2,0,0.103
10/08/1995 0:00,106,435,3.25,28.6,9.2,0.123
11/08/1995 0:00,107,435,3.25,27.3,12.3,0.191
12/08/1995 0:00,106,436,3.25,27.7,11.9,0.141
13/08/1995 0:00,106,433,3.25,27.9,12.1,0.128
14/08/1995 0:00,105,422,3.26,27.7,12.2,0.184
15/08/1995 0:00,106,433,3.26,27.8,12.2,0.148
16/08/1995 0:00,106,426,3.26,28,12.3,0.256
17/08/1995 0:00,104,409,3.26,26.3,11.6,0.076
18/08/1995 0:00,104,443,3.15,27.6,11.2,0.075
19/08/1995 0:00,104,438,3.15,26.5,11.3,0.058
20/08/1995 0:00,103,430,3.15,25.4,11.6,0.03
21/08/1995 0:00,104,430,3.15,23.8,11.8,0.032
22/08/1995 0:00,102,440,3.26,27.3,11.9,0.055
23/08/1995 0:00,106,434,3.26,27.3,15.2,0.074
24/08/1995 0:00,105,433,3.26,25.4,15.2,0.049
25/08/1995 0:00,104,451,3.26,28.3,0.7,0.055
26/08/1995 0:00,105,418,3.25,26.6,15.3,0.055
27/08/1995 0:00,105,434,3.25,27.3,0.8,0.111
28/08/1995 0:00,106,433,3.25,27.5,14.6,0.091
29/08/1995 0:00,105,441,3.25,27.4,17.1,0.075
30/08/1995 0:00,105,432,3.2,27.1,16.5,0.091
31/08/1995 0:00,105,406,3.2,28,11.4,0.081
01/09/1995 0:00,107,446,3.2,25.5,14.7,0.077
02/09/1995 0:00,104,454,3.2,25.7,15.1,0.085
03/09/1995 0:00,104,447,3.2,25.8,15.1,0.062
04/09/1995 0:00,105,447,3.2,24.9,13.8,0.076
05/09/1995 0:00,105,449,3.2,24.6,18.3,0.097
06/09/1995 0:00,106,435,3.2,26.2,11.5,0.103
07/09/1995 0:00,105,437,3.2,25.5,15.2,0.085
08/09/1995 0:00,106,437,3.2,26,15.6,0.084
09/09/1995 0:00,107,440,3.2,25.9,16.2,0.117
10/09/1995 0:00,106,446,3.2,26.3,15.5,0.081
11/09/1995 0:00,105,426,3.21,32.2,1.5,0.061
12/09/1995 0:00,106,447,3.21,26.7,15.2,0.095
13/09/1995 0:00,103,443,3.21,26.6,16,0.122
14/09/1995 0:00,104,419,3.21,26.4,14.8,0.081
15/09/1995 0:00,103,447,3.21,27.4,12,0.053
16/09/1995 0:00,104,441,3.21,25.5,12.5,0.047
17/09/1995 0:00,103,432,3.21,25.6,12,0.047
18/09/1995 0:00,103,438,3.21,25.4,16.4,0.046
19/09/1995 0:00,102,424,3.31,26.7,10,0.035
20/09/1995 0:00,102,456,3.31,28.4,4.9,0.049
21/09/1995 0:00,102,437,3.31,27.5,8.7,0.034
22/09/1995 0:00,103,422,3.31,27.2,13.1,0.052
23/09/1995 0:00,104,426,2.54,25.9,10.3,0.066
24/09/1995 0:00,104,345,2.54,27.7,9.9,0.038
25/09/1995 0:00,106,431,2.54,25.7,9.9,0.034
26/09/1995 0:00,105,439,2.54,24.8,11.6,0.064
27/09/1995 0:00,105,428,3.32,30,11.8,0.042
28/09/1995 0:00,106,436,3.32,28.8,11.9,0.055
29/09/1995 0:00,105,441,3.32,29.3,11.3,0.058
30/09/1995 0:00,104,429,3.32,30.9,7.9,0.063
01/10/1995 0:00,103,444,3.34,31.3,6.2,0.048
02/10/1995 0:00,103,440,3.34,31.2,6.2,0.036
03/10/1995 0:00,104,433,3.34,26.8,10.2,0.043
04/10/1995 0:00,105,425,3.34,27.9,9.7,0.048
05/10/1995 0:00,102,435,3.33,30.2,5,0.047
06/10/1995 0:00,103,446,3.33,32.7,0,0.058
07/10/1995 0:00,104,430,3.33,30.4,4.5,0.053
08/10/1995 0:00,105,444,3.33,29.7,4.7,0.052
09/10/1995 0:00,102,441,3.34,27.6,8,0.059
10/10/1995 0:00,105,447,3.34,27.9,7.5,0.092
11/10/1995 0:00,104,458,2.53,29.2,7.3,0.289
12/10/1995 0:00,106,366,2.53,13.5,7.5,0.082
13/10/1995 0:00,104,427,2.53,27.2,8.2,0.042
14/10/1995 0:00,102,426,3.3,27.8,8,0.026
15/10/1995 0:00,100,431,3.3,28.9,8.1,0.045
16/10/1995 0:00,100,430,3.3,28.8,9.8,0.035
17/10/1995 0:00,101,444,3.3,28.5,10.3,0.051
18/10/1995 0:00,103,434,3.3,28.8,10.2,0.061
19/10/1995 0:00,104,448,3.3,28.4,9.8,0.091
20/10/1995 0:00,105,420,3.3,28.1,9.7,0.109
21/10/1995 0:00,105,436,3.3,28.3,9.9,0.051
22/10/1995 0:00,103,420,3.31,26.8,9.8,0.049
23/10/1995 0:00,102,450,3.31,26.1,10.1,0.058
24/10/1995 0:00,103,424,3.31,27.5,10.1,0.06
25/10/1995 0:00,104,435,3.31,27.2,9.7,0.06
26/10/1995 0:00,104,423,3.25,26.1,10.2,0.047
27/10/1995 0:00,104,404,3.25,27.9,10.1,0.055
28/10/1995 0:00,104,427,3.25,31,6.2,0.044
29/10/1995 0:00,103,422,3.25,31.9,9.9,0.081
30/10/1995 0:00,106,428,3.05,28.9,10.2,0.083
31/10/1995 0:00,104,427,3.05,28.3,9.6,0.082
01/11/1995 0:00,103,375,3.05,28.2,10.2,0.042
02/11/1995 0:00,104,388,2.64,14.5,10.1,0.041
03/11/1995 0:00,104,340,2.64,13.1,10.3,0.042
04/11/1995 0:00,104,365,2.64,12.5,9.6,0.04
05/11/1995 0:00,105,419,2.64,28.2,9.7,0.088
06/11/1995 0:00,102,438,3.33,26.9,9.6,0.063
07/11/1995 0:00,103,422,3.33,27.5,10.3,0.092
08/11/1995 0:00,104,435,3.33,26.8,9.9,0.07
09/11/1995 0:00,103,412,3.33,27.9,9.6,0.073
10/11/1995 0:00,103,423,3.37,30.1,0.2,0.047
11/11/1995 0:00,104,433,3.37,26.7,10.3,0.066
12/11/1995 0:00,104,447,3.37,29.6,10.2,0.08
13/11/1995 0:00,102,441,3.37,26.9,10.7,0.103
14/11/1995 0:00,103,433,3.52,27.7,12.5,0.07
15/11/1995 0:00,104,455,3.52,27.3,9.6,0.064
16/11/1995 0:00,105,442,3.52,27.4,10,0.103
17/11/1995 0:00,107,444,3.52,27.9,9.9,0.119
18/11/1995 0:00,104,447,3.52,27.3,10.3,0.081
19/11/1995 0:00,104,432,3.52,27.8,10.2,0.069
20/11/1995 0:00,107,434,3.52,27.8,10.2,0.077
21/11/1995 0:00,105,427,3.52,27.4,10.1,0.121
22/11/1995 0:00,106,438,3.41,28.1,9.9,0.114
23/11/1995 0:00,106,449,3.41,27.3,11,0.08
24/11/1995 0:00,104,427,3.41,29,9.2,0.096
25/11/1995 0:00,104,439,3.41,27.6,8.7,0.267
26/11/1995 0:00,105,416,3.35,29.2,7.8,0.111
27/11/1995 0:00,105,416,3.35,27.8,9.8,0.082
28/11/1995 0:00,104,423,3.35,28.4,9.7,0.092
29/11/1995 0:00,105,441,3.35,28.8,9.8,0.062
30/11/1995 0:00,103,425,3.36,27.7,10.7,0.066
01/12/1995 0:00,105,424,3.36,28.8,10,0.066
02/12/1995 0:00,106,417,3.36,28.5,9.6,0.104
03/12/1995 0:00,106,421,3.36,28.3,10.1,0.132
04/12/1995 0:00,104,424,3.3,28.2,10.4,0.1
05/12/1995 0:00,104,422,3.3,28.3,11.2,0.134
06/12/1995 0:00,106,397,3.3,28.8,8.2,0.055
07/12/1995 0:00,106,398,3.3,27.7,8.4,0.051
08/12/1995 0:00,104,404,3.05,27.6,8.3,0.056
09/12/1995 0:00,107,420,3.05,27.9,8.5,0.061
10/12/1995 0:00,107,420,3.05,27.6,9.2,0.095
11/12/1995 0:00,105,417,3.05,28.2,6.4,0.054
12/12/1995 0:00,104,419,3.04,27.9,8.6,0.074
13/12/1995 0:00,105,415,3.04,28.5,8.7,0.058
14/12/1995 0:00,107,412,3.04,28.3,9,0.077
15/12/1995 0:00,105,433,3.04,28.7,9,0.061
16/12/1995 0:00,105,423,3.14,28.2,9.8,0.051
17/12/1995 0:00,103,421,3.14,28.1,11,0.048
18/12/1995 0:00,102,416,3.14,28.5,10.3,0.063
19/12/1995 0:00,102,426,3.42,29,10.8,0.06
20/12/1995 0:00,103,419,3.42,28.9,9.9,0.055
21/12/1995 0:00,103,440,3.42,27.7,8.9,0.068
22/12/1995 0:00,104,415,3.4,28.9,11.3,0.067
23/12/1995 0:00,103,414,3.4,27.6,11,0.057
24/12/1995 0:00,103,424,3.4,28.9,10.4,0.098
25/12/1995 0:00,103,434,3.4,30.7,10.3,0.089
26/12/1995 0:00,103,431,3.43,31,10.9,0.091
27/12/1995 0:00,103,437,3.43,30.8,11.6,0.077
28/12/1995 0:00,103,427,3.43,29.4,13.4,0.06
29/12/1995 0:00,103,427,3.43,27.9,16.4,0.058
30/12/1995 0:00,103,429,3.42,32.4,3.5,0.075
31/12/1995 0:00,107,428,3.42,28.6,16.1,0.093
01/01/1996 0:00,106,427,3.42,26.6,16.4,0.083
02/01/1996 0:00,106,421,3.42,24.4,16.2,0.088
03/01/1996 0:00,104,429,3.41,23.6,15.5,0.072
04/01/1996 0:00,103,428,3.41,23.7,16.1,0.048
05/01/1996 0:00,103,440,3.41,23.3,16,0.07
06/01/1996 0:00,102,429,3.41,23.7,17.2,0.082
07/01/1996 0:00,102,412,3.52,24.3,14.8,0.15
08/01/1996 0:00,102,439,3.52,24.7,12.8,0.207
09/01/1996 0:00,103,390,3.52,25.3,10.1,0.065
10/01/1996 0:00,104,412,3.52,24.4,14.5,0.047
11/01/1996 0:00,104,418,3.34,24.2,15.4,0.053
12/01/1996 0:00,104,436,3.34,24.9,16.3,0.066
13/01/1996 0:00,104,433,3.34,25,16.4,0.068
14/01/1996 0:00,103,422,3.34,23,18.7,0.068
15/01/1996 0:00,101,436,3.35,22.2,18.9,0.051
16/01/1996 0:00,103,437,3.35,24.6,14.6,0.065
17/01/1996 0:00,103,430,3.35,26.1,12.2,0.061
18/01/1996 0:00,103,432,3.35,25.4,12,0.068
19/01/1996 0:00,103,418,3.52,24.7,12.8,0.066
20/01/1996 0:00,105,411,3.52,24.7,12.6,0.07
21/01/1996 0:00,105,407,3.52,24.7,13.7,0.043
22/01/1996 0:00,105,399,3.52,27.9,5.2,0.058
23/01/1996 0:00,104,396,3.25,23,14.9,0.055
24/01/1996 0:00,105,367,3.25,21.2,11.3,0.051
25/01/1996 0:00,105,415,3.25,22.3,19.5,0.063
26/01/1996 0:00,106,417,3.25,21.2,20.6,0.074
27/01/1996 0:00,106,375,3.52,18.5,15.6,0.074
28/01/1996 0:00,105,408,3.52,22,19.9,0.076
29/01/1996 0:00,104,411,3.52,21.5,20.3,0.074
30/01/1996 0:00,104,416,3.52,20.5,19.9,0.067
31/01/1996 0:00,105,411,3.52,21.6,14.4,0.062
01/02/1996 0:00,105,416,3.52,20.8,20.8,0.07
02/02/1996 0:00,104,426,3.52,22.9,18.2,0.093
03/02/1996 0:00,105,427,3.52,23.9,14.8,0.066
04/02/1996 0:00,106,402,3.52,27.5,0,0.036
05/02/1996 0:00,103,442,3.52,24,11.8,0.066
06/02/1996 0:00,103,416,3.52,23,15,0.055
07/02/1996 0:00,104,397,3.52,21,18.5,0.041
08/02/1996 0:00,104,402,3.52,20.2,16.5,0.043
09/02/1996 0:00,103,393,3.52,21.9,16.5,0.063
10/02/1996 0:00,105,393,3.52,21.7,19,0.061
11/02/1996 0:00,105,359,3.52,18.9,21.2,0.059
12/02/1996 0:00,106,373,3.52,18.8,20.2,0.047
13/02/1996 0:00,103,372,3.52,18.6,19.8,0.033
14/02/1996 0:00,104,355,3.52,18.3,19.8,0.036
15/02/1996 0:00,104,365,3.52,18.4,20.5,0.033
16/02/1996 0:00,103,369,3.52,19.4,19.7,0.038
17/02/1996 0:00,105,396,3.52,22.4,10.6,0.062
18/02/1996 0:00,106,410,3.52,23.1,15.3,0.075
19/02/1996 0:00,106,394,3.52,21.5,12.9,0.086
20/02/1996 0:00,105,391,3.52,22,15.7,0.096
21/02/1996 0:00,105,399,3.52,23.9,15.8,0.104
22/02/1996 0:00,105,389,3.52,23.7,16.8,0.059
23/02/1996 0:00,106,386,3.52,21.4,16.3,0.076
24/02/1996 0:00,105,397,3.52,22.2,15.9,0.036
25/02/1996 0:00,105,382,3.52,22.2,16.3,0.058
26/02/1996 0:00,104,386,3.52,22.2,16.7,0.063
27/02/1996 0:00,106,391,3.52,25,7.3,0.062
28/02/1996 0:00,105,389,3.52,22.6,16.2,0.064
29/02/1996 0:00,104,401,3.52,24.1,15,0.126
01/03/1996 0:00,104,404,3.52,24.2,14.9,0.093
02/03/1996 0:00,105,384,3.52,15,8.1,0.158
03/03/1996 0:00,104,394,3.52,24.8,15.3,0.063
04/03/1996 0:00,105,406,3.52,24.8,14.9,0.081
05/03/1996 0:00,102,412,3.52,25.6,7.6,0.085
06/03/1996 0:00,103,402,3.52,24.1,16.6,0.121
07/03/1996 0:00,104,412,3.52,26.3,11.7,0.088
08/03/1996 0:00,106,410,3.52,22.2,20,0.083
09/03/1996 0:00,105,413,3.52,24.8,16.3,0.094
10/03/1996 0:00,104,408,3.52,23.5,18.2,0.093
11/03/1996 0:00,103,399,3.52,21.6,19.6,0.055
12/03/1996 0:00,103,403,3.52,22.6,15.9,0.046
13/03/1996 0:00,102,386,3.52,20.7,16.2,0.037
14/03/1996 0:00,103,380,3.52,19.9,18.4,0.043
15/03/1996 0:00,105,408,3.52,22.2,17.6,0.045
16/03/1996 0:00,104,406,3.52,19.5,21,0.065
17/03/1996 0:00,104,390,3.52,24.1,14.8,0.066
18/03/1996 0:00,105,381,3.52,23.4,15.3,0.089
19/03/1996 0:00,105,375,3.52,22.9,14.7,0.096
20/03/1996 0:00,105,390,3.52,22.8,16.4,0.108
21/03/1996 0:00,106,387,3.52,24.2,10.7,0.119
22/03/1996 0:00,103,410,3.52,23.9,15.8,0.085
23/03/1996 0:00,103,433,3.52,25.6,11.6,0.123
24/03/1996 0:00,103,395,3.52,23.3,15.5,0.045
25/03/1996 0:00,102,385,3.52,21.5,15.9,0.028
26/03/1996 0:00,103,303,3.52,16.7,12.3,0.037
27/03/1996 0:00,103,279,3.52,17.7,2.8,0.049
28/03/1996 0:00,102,270,3.52,18.8,0.5,0.04
29/03/1996 0:00,104,289,3.52,20.4,0,0.032
30/03/1996 0:00,104,293,3.52,20.1,2,0.04
31/03/1996 0:00,101,291,3.52,21.2,0.3,0.041
01/04/1996 0:00,103,258,1.2,22.9,0,0.062
02/04/1996 0:00,103,408,3.52,26.9,11.4,0.057
