TIME,Dureza,Tasa_Prod,Asp,EC,EE,Calidad
02/11/2017 0:00,104,400,3.44,20.1,22.6,0.092
03/11/2017 0:00,100,394,3.45,22,20,0.16
04/11/2017 0:00,101,403,3.45,18.4,20.1,0.1
05/11/2017 0:00,101,401,3.42,20.3,21.4,0.085
06/11/2017 0:00,99,398,3.43,16.7,29.3,0.069
07/11/2017 0:00,100,400,3.41,18.7,23.8,0.107
08/11/2017 0:00,103,399,3.42,19.3,22,0.096
09/11/2017 0:00,103,400,3.43,16.2,30.4,0.122
10/11/2017 0:00,104,401,3.41,17.6,30,0.138
11/11/2017 0:00,105,403,3.44,20,25,0.122
12/11/2017 0:00,104,397,3.42,17.9,29.4,0.108
13/11/2017 0:00,102,405,3.45,17.8,30.1,0.123
14/11/2017 0:00,104,407,3.41,18.8,27.8,0.111
15/11/2017 0:00,105,403,3.43,18.7,27.8,0.123
16/11/2017 0:00,105,405,3.42,19.2,28.3,0.214
17/11/2017 0:00,104,403,3.43,17.4,29.6,0.371
18/11/2017 0:00,107,389,3.4,18.2,27.4,0.138
19/11/2017 0:00,105,381,3.4,18,28.1,0.1
20/11/2017 0:00,103,385,3.37,16.2,24.3,0.126
21/11/2017 0:00,104,360,3.28,16.9,30.9,0.111
22/11/2017 0:00,103,351,3.07,14.8,24.2,0.095
23/11/2017 0:00,103,350,3.05,16,32.8,0.1
24/11/2017 0:00,103,351,3.04,19.4,23.7,0.061
25/11/2017 0:00,104,349,3.05,17.4,28.7,0.077
26/11/2017 0:00,103,363,3.04,18.8,14.1,0.079
27/11/2017 0:00,103,348,3.05,17.1,29.3,0.056
28/11/2017 0:00,103,336,3.16,17.9,26.4,0.143
29/11/2017 0:00,102,322,2.84,15.4,30.7,0.103
30/11/2017 0:00,104,323,2.85,14.3,29.9,0.07
01/12/2017 0:00,103,322,2.84,16.3,27.5,0.094
02/12/2017 0:00,104,316,2.84,15.3,30.6,0.102
03/12/2017 0:00,102,324,2.84,14.8,30.8,0.054
04/12/2017 0:00,104,323,2.85,16.2,21,0.089
05/12/2017 0:00,102,326,2.96,18.1,29.7,0.081
06/12/2017 0:00,103,337,3.06,17.3,29.2,0.086
07/12/2017 0:00,103,344,3.06,17.7,29.5,0.113
08/12/2017 0:00,102,355,2.55,17.8,30.5,0.081
09/12/2017 0:00,102,363,3.16,17.4,30.1,0.077
10/12/2017 0:00,102,381,3.32,16.6,29.4,0.138
11/12/2017 0:00,102,391,3.41,17.4,29.5,0.125
12/12/2017 0:00,103,403,3.39,22.4,14.9,0.162
13/12/2017 0:00,103,398,3.37,20.8,25.3,0.191
14/12/2017 0:00,102,397,3.41,19,21,0.119
15/12/2017 0:00,100,396,3.43,19,29.1,0.095
16/12/2017 0:00,102,402,3.41,22.3,24.3,0.126
17/12/2017 0:00,100,400,3.39,21.9,21.1,0.11
18/12/2017 0:00,100,404,3.41,22.7,24.9,0.142
19/12/2017 0:00,100,398,3.41,21.9,26.8,0.144
20/12/2017 0:00,101,394,3.41,23.8,20,0.169
21/12/2017 0:00,102,399,3.42,23.5,23.7,0.246
22/12/2017 0:00,102,399,3.42,24.4,22.2,0.228
23/12/2017 0:00,102,392,3.42,19.8,24.2,0.121
24/12/2017 0:00,101,399,3.42,17.7,28.8,0.144
25/12/2017 0:00,104,399,3.43,20.3,24,0.1
26/12/2017 0:00,104,398,3.42,21.3,26.5,0.093
27/12/2017 0:00,100,398,3.45,19.9,25.4,0.095
28/12/2017 0:00,100,403,3.43,20.6,26.4,0.06
29/12/2017 0:00,102,403,3.41,21.3,21.1,0.076
30/12/2017 0:00,103,404,3.41,20.7,24.9,0.062
31/12/2017 0:00,102,400,3.41,21.1,19.8,0.084
01/01/2018 0:00,103,402,3.44,20.9,24.9,0.187
02/01/2018 0:00,104,400,3.43,24.8,14.3,0.16
03/01/2018 0:00,104,389,3.41,21.4,22.7,0.185
04/01/2018 0:00,103,389,3.41,20.4,25.5,0.091
05/01/2018 0:00,103,384,3.41,18.9,26,0.199
06/01/2018 0:00,102,377,3.42,20,22.4,0.097
07/01/2018 0:00,103,382,3.41,20.4,22.2,0.073
08/01/2018 0:00,101,384,3.42,21.5,17.3,0.12
09/01/2018 0:00,100,390,3.42,21.3,15.3,0.115
10/01/2018 0:00,101,388,3.41,21.4,19.9,0.138
11/01/2018 0:00,101,398,3.43,21.1,22.3,0.076
12/01/2018 0:00,102,391,3.42,21.1,23,0.141
13/01/2018 0:00,102,402,3.42,21,19.1,0.077
14/01/2018 0:00,102,395,3.43,21,21.7,0.055
15/01/2018 0:00,102,401,3.43,20.9,23.3,0.055
16/01/2018 0:00,102,399,3.39,22.3,20.9,0.085
17/01/2018 0:00,102,403,3.41,19.8,27.2,0.089
18/01/2018 0:00,101,403,3.41,20.6,28.1,0.088
19/01/2018 0:00,102,403,3.44,20.3,27.7,0.086
20/01/2018 0:00,99,403,3.44,20.1,27.6,0.077
21/01/2018 0:00,100,398,3.43,20.4,26.1,0.085
22/01/2018 0:00,99,403,3.42,22,24.9,0.075
23/01/2018 0:00,99,404,3.41,21.7,22.9,0.07
24/01/2018 0:00,102,300,2.59,23.8,0,0.093
25/01/2018 0:00,100,386,3.31,23.4,20.6,0.1
26/01/2018 0:00,101,391,3.34,20.7,25,0.104
27/01/2018 0:00,101,398,3.35,21.7,24.7,0.096
28/01/2018 0:00,102,394,3.37,20.6,26.8,0.156
29/01/2018 0:00,102,401,3.37,21.1,23.1,0.128
30/01/2018 0:00,103,402,3.39,26.2,18.3,0.112
31/01/2018 0:00,102,404,3.4,20.7,29.4,0.114
01/02/2018 0:00,102,399,3.39,21,25.7,0.103
02/02/2018 0:00,102,407,3.41,21.3,21.8,0.081
03/02/2018 0:00,103,402,3.39,18.7,29.8,0.105
04/02/2018 0:00,102,401,3.4,19.4,29.6,0.098
05/02/2018 0:00,103,397,3.4,20.3,27.9,0.096
06/02/2018 0:00,100,395,3.39,21.4,25.1,0.082
07/02/2018 0:00,101,400,3.41,20.8,23.9,0.066
08/02/2018 0:00,100,401,3.42,21.4,24.1,0.067
09/02/2018 0:00,102,403,3.4,20.8,23.7,0.093
10/02/2018 0:00,104,402,3.41,24.7,17.6,0.115
11/02/2018 0:00,102,270,2.09,22.7,0,0.15
12/02/2018 0:00,101,369,3.14,19,25,0.105
13/02/2018 0:00,103,392,3.3,19.8,25.4,0.055
14/02/2018 0:00,100,395,3.38,20.1,26.3,0.055
15/02/2018 0:00,102,376,3.38,24.4,11.8,0.085
16/02/2018 0:00,101,398,3.38,20.7,25.6,0.079
17/02/2018 0:00,101,404,3.37,25.5,9.1,0.087
18/02/2018 0:00,103,402,3.37,20,24.8,0.115
19/02/2018 0:00,103,396,3.4,20.6,27.1,0.105
20/02/2018 0:00,105,396,3.41,21.8,22,0.149
21/02/2018 0:00,105,400,3.39,21.1,22,0.122
22/02/2018 0:00,103,404,3.41,21.3,21.5,0.119
23/02/2018 0:00,104,402,3.4,19.5,29.1,0.096
24/02/2018 0:00,103,399,3.4,19.9,27.9,0.083
25/02/2018 0:00,104,395,3.4,20.4,29.3,0.087
26/02/2018 0:00,103,401,3.41,19.9,27.4,0.066
27/02/2018 0:00,101,397,3.31,19.4,26.7,0.081
28/02/2018 0:00,100,405,3.32,21.1,24,0.079
01/03/2018 0:00,102,400,3.32,19,26.6,0.075
02/03/2018 0:00,102,412,3.32,20.2,26.2,0.099
03/03/2018 0:00,102,400,3.31,20.7,25.8,0.113
04/03/2018 0:00,103,399,3.35,26.9,7.5,0.082
05/03/2018 0:00,104,402,3.42,23.1,19.9,0.085
06/03/2018 0:00,102,405,3.39,18.1,28.5,0.108
07/03/2018 0:00,103,402,3.42,22.7,28.6,0.07
08/03/2018 0:00,103,402,3.4,20,26.9,0.1
09/03/2018 0:00,102,396,3.4,22.3,21.1,0.104
10/03/2018 0:00,101,404,3.42,20,23.8,0.068
11/03/2018 0:00,101,399,3.4,19.6,24.8,0.091
12/03/2018 0:00,101,406,3.41,19.4,27.9,0.066
13/03/2018 0:00,104,400,3.41,20.9,28.8,0.098
14/03/2018 0:00,102,400,3.41,19.5,24.7,0.088
15/03/2018 0:00,103,394,3.42,19.1,29.4,0.064
16/03/2018 0:00,104,397,3.4,19.5,28.7,0.083
17/03/2018 0:00,103,400,3.4,19.7,27.4,0.063
18/03/2018 0:00,103,398,3.38,20.2,19.5,0.068
19/03/2018 0:00,101,402,3.42,20.4,25.8,0.089
20/03/2018 0:00,102,401,3.4,20.3,27,0.093
21/03/2018 0:00,101,397,3.41,20.7,25.4,0.082
22/03/2018 0:00,103,400,3.41,24.4,19.8,0.096
23/03/2018 0:00,102,401,3.4,22.5,23.4,0.089
24/03/2018 0:00,102,404,3.42,22,20.2,0.066
25/03/2018 0:00,101,400,3.4,22.5,16.8,0.067
26/03/2018 0:00,103,400,3.4,21.2,22.4,0.078
27/03/2018 0:00,104,405,3.4,21.2,23.3,0.078
28/03/2018 0:00,104,403,3.41,19.1,29.3,0.074
29/03/2018 0:00,103,400,3.44,18.6,30,0.064
30/03/2018 0:00,102,396,3.43,19.6,29.9,0.069
31/03/2018 0:00,102,391,3.45,19,29.8,0.068
01/04/2018 0:00,103,398,3.41,20.2,27.3,0.09
02/04/2018 0:00,102,402,3.43,20.5,25.3,0.081
03/04/2018 0:00,103,400,3.43,21.1,26.5,0.066
04/04/2018 0:00,104,376,3.15,20.9,25.6,0.074
05/04/2018 0:00,102,400,3.35,20.6,25.3,0.09
06/04/2018 0:00,102,398,3.35,20.5,25.6,0.081
07/04/2018 0:00,103,401,3.36,21.9,25.9,0.096
08/04/2018 0:00,104,398,3.34,21.8,16.8,0.094
09/04/2018 0:00,103,397,3.34,25.6,6.9,0.088
10/04/2018 0:00,102,400,3.43,26.5,0,0.116
11/04/2018 0:00,102,281,1.41,16.4,15.3,0.066
12/04/2018 0:00,102,366,3.32,17.9,19.6,0.081
13/04/2018 0:00,101,394,3.51,22.3,22.1,0.082
14/04/2018 0:00,99,399,3.51,22.7,22,0.069
15/04/2018 0:00,101,391,3.51,23.6,23.2,0.086
16/04/2018 0:00,103,401,3.52,25.4,16.8,0.096
17/04/2018 0:00,103,397,3.52,25.4,16.1,0.085
18/04/2018 0:00,102,398,3.52,23.8,19.9,0.078
19/04/2018 0:00,102,396,3.52,25.1,14.9,0.083
20/04/2018 0:00,103,397,3.52,22.5,24.4,0.113
21/04/2018 0:00,103,399,3.43,23.7,17.3,0.074
22/04/2018 0:00,102,398,3.42,22.6,21.1,0.097
23/04/2018 0:00,103,400,3.44,23.9,15.9,0.081
24/04/2018 0:00,102,407,3.44,22.5,23.6,0.07
25/04/2018 0:00,102,404,3.43,20.8,26.5,0.083
26/04/2018 0:00,102,396,3.42,21.6,26,0.066
27/04/2018 0:00,100,397,3.43,23.7,26.6,0.081
28/04/2018 0:00,102,393,3.45,22.7,30.3,0.093
29/04/2018 0:00,102,407,3.44,22.1,30.1,0.12
30/04/2018 0:00,102,403,3.35,21.1,30.3,0.103
01/05/2018 0:00,102,399,3.35,21.4,29,0.127
02/05/2018 0:00,102,397,3.36,20.9,28.1,0.09
03/05/2018 0:00,103,397,3.52,23.1,22.9,0.055
04/05/2018 0:00,102,403,3.52,21,26.5,0.097
05/05/2018 0:00,103,399,3.52,20.7,22.5,0.074
06/05/2018 0:00,101,398,3.52,21.2,26.8,0.064
07/05/2018 0:00,101,397,3.52,22.1,26,0.068
08/05/2018 0:00,102,393,3.52,19.9,25.8,0.055
09/05/2018 0:00,101,399,3.52,20.8,24.6,0.055
10/05/2018 0:00,100,394,3.52,19.7,28.6,0.07
11/05/2018 0:00,101,399,3.52,19.9,30.7,0.065
12/05/2018 0:00,101,409,3.52,20.7,30.7,0.066
13/05/2018 0:00,102,402,3.52,21.5,31.5,0.068
14/05/2018 0:00,102,402,3.52,21.5,24.1,0.112
15/05/2018 0:00,102,404,3.52,23.1,17.6,0.095
16/05/2018 0:00,103,409,3.52,22.8,14.5,0.081
17/05/2018 0:00,101,403,3.52,20.9,26.5,0.07
18/05/2018 0:00,102,403,3.52,23.2,19.7,0.063
19/05/2018 0:00,102,400,3.52,20.3,26,0.055
20/05/2018 0:00,102,394,3.52,21.7,24.2,0.084
21/05/2018 0:00,100,402,3.52,23.2,21.4,0.089
22/05/2018 0:00,103,395,3.52,19.2,24.3,0.108
23/05/2018 0:00,102,396,3.52,23.9,5.4,0.075
24/05/2018 0:00,102,399,3.52,23.8,14.7,0.076
25/05/2018 0:00,103,399,3.52,23.3,14.4,0.111
26/05/2018 0:00,103,408,3.52,24.9,9.9,0.099
27/05/2018 0:00,104,398,3.52,26.4,0,0.119
28/05/2018 0:00,103,398,3.52,22.6,11.7,0.113
29/05/2018 0:00,104,397,3.52,19.1,21.7,0.078
30/05/2018 0:00,101,400,3.52,20.5,25.9,0.077
31/05/2018 0:00,102,400,3.52,20.7,28.2,0.073
01/06/2018 0:00,101,406,3.52,22.5,19,0.073
02/06/2018 0:00,100,400,3.52,21.4,22.8,0.083
03/06/2018 0:00,102,395,3.52,22.2,25.8,0.092
04/06/2018 0:00,102,399,3.52,23.2,20.9,0.078
05/06/2018 0:00,102,396,3.52,21.3,23.8,0.075
06/06/2018 0:00,101,403,3.52,21.5,25.4,0.08
07/06/2018 0:00,101,399,3.52,23.7,23.3,0.076
08/06/2018 0:00,103,404,3.52,22.6,20.8,0.098
09/06/2018 0:00,102,400,3.52,18.1,30.1,0.077
10/06/2018 0:00,101,397,3.52,18.8,30.3,0.084
11/06/2018 0:00,103,401,3.35,18.8,30.4,0.168
12/06/2018 0:00,102,403,3.35,26.3,7.9,0.13
13/06/2018 0:00,102,391,3.32,21.5,22,0.085
14/06/2018 0:00,102,397,3.36,22.8,19.2,0.075
15/06/2018 0:00,102,391,3.34,22.9,15.7,0.089
16/06/2018 0:00,102,401,3.35,22.9,19.2,0.084
17/06/2018 0:00,103,395,3.43,23.1,20.4,0.081
18/06/2018 0:00,102,401,3.43,22.1,20.8,0.071
19/06/2018 0:00,100,401,3.52,17.8,30.2,0.063
20/06/2018 0:00,100,397,3.52,23.7,21.2,0.066
21/06/2018 0:00,100,400,3.52,23.2,30.1,0.07
22/06/2018 0:00,101,398,3.52,22.1,21.9,0.08
23/06/2018 0:00,102,400,3.52,26.3,12,0.087
24/06/2018 0:00,103,397,3.52,26.1,9.1,0.107
25/06/2018 0:00,103,405,3.52,25.4,12.7,0.107
26/06/2018 0:00,103,403,3.52,26.7,14.8,0.117
27/06/2018 0:00,104,408,3.52,27.9,9.7,0.101
28/06/2018 0:00,103,401,3.52,25.2,11.8,0.117
29/06/2018 0:00,103,398,3.52,23.3,12.2,0.12
30/06/2018 0:00,103,402,3.52,23.1,15,0.088
01/07/2018 0:00,101,400,3.52,21.9,24.7,0.078
02/07/2018 0:00,102,400,3.52,26.6,0,0.113
03/07/2018 0:00,104,404,3.52,26.2,9.8,0.106
04/07/2018 0:00,102,404,3.52,24.8,11.9,0.134
05/07/2018 0:00,100,399,3.52,24.9,14.8,0.109
06/07/2018 0:00,105,397,3.52,25.8,13.5,0.115
07/07/2018 0:00,101,405,3.52,24.7,19.9,0.098
08/07/2018 0:00,102,399,3.52,24.1,19.1,0.11
09/07/2018 0:00,100,400,3.52,24.6,16.8,0.132
10/07/2018 0:00,101,397,3.52,23.4,17.3,0.135
11/07/2018 0:00,100,400,3.43,23.3,21,0.1
12/07/2018 0:00,102,400,3.52,22.6,19.3,0.082
13/07/2018 0:00,103,398,3.52,21.7,24.5,0.066
14/07/2018 0:00,101,398,3.52,21.9,19.1,0.078
15/07/2018 0:00,99,402,3.52,25.6,12.4,0.083
16/07/2018 0:00,101,400,3.52,20.8,24,0.055
17/07/2018 0:00,100,397,3.52,21.5,24.3,0.078
18/07/2018 0:00,102,396,3.52,23,20.4,0.066
19/07/2018 0:00,101,401,3.52,22.3,21.4,0.096
20/07/2018 0:00,102,404,3.52,22.1,22.1,0.088
21/07/2018 0:00,101,400,3.52,22.7,15.8,0.174
22/07/2018 0:00,104,384,3.34,23.2,16.8,0.121
23/07/2018 0:00,103,403,3.52,22.9,16,0.099
24/07/2018 0:00,102,401,3.52,21.7,18.1,0.111
25/07/2018 0:00,101,394,3.52,22.5,18.7,0.102
26/07/2018 0:00,101,395,3.52,22,18.5,0.077
27/07/2018 0:00,101,406,3.52,22.8,17,0.081
28/07/2018 0:00,105,403,3.52,21.9,17.4,0.071
29/07/2018 0:00,102,397,3.52,21.2,21.9,0.092
30/07/2018 0:00,101,397,3.52,21.2,18.4,0.1
31/07/2018 0:00,102,408,3.52,21.9,20.8,0.078
01/08/2018 0:00,101,402,3.52,22.3,20.8,0.138
02/08/2018 0:00,102,396,3.52,24.3,15.1,0.131
03/08/2018 0:00,101,390,3.52,26.1,13.7,0.107
04/08/2018 0:00,100,402,3.52,22.9,16.1,0.133
05/08/2018 0:00,102,389,3.44,26.7,14,0.122
06/08/2018 0:00,101,406,3.43,23.4,14,0.096
07/08/2018 0:00,102,395,3.52,21.2,20.3,0.101
08/08/2018 0:00,102,401,3.52,22.3,25.6,0.111
09/08/2018 0:00,102,397,3.52,20.4,25.9,0.153
10/08/2018 0:00,101,403,3.52,20.4,22.2,0.113
11/08/2018 0:00,101,400,3.52,20.4,24.7,0.081
12/08/2018 0:00,103,406,3.52,20.3,22.9,0.063
13/08/2018 0:00,102,400,3.52,19.6,25.6,0.089
14/08/2018 0:00,103,400,3.48,20.2,25.3,0.078
15/08/2018 0:00,102,394,3.52,20.3,26.1,0.081
16/08/2018 0:00,104,400,3.52,19.4,26.5,0.055
17/08/2018 0:00,101,402,3.52,19.3,28,0.066
18/08/2018 0:00,101,403,3.52,18.8,28,0.092
19/08/2018 0:00,101,396,3.52,19.4,27.4,0.101
20/08/2018 0:00,99,399,3.52,18.8,30.3,0.089
21/08/2018 0:00,101,402,3.52,19.4,28.8,0.093
22/08/2018 0:00,102,401,3.52,19.4,29.1,0.082
23/08/2018 0:00,100,402,3.52,17.2,29.1,0.062
24/08/2018 0:00,101,399,3.52,19,30.3,0.07
25/08/2018 0:00,104,396,3.52,18.5,30.6,0.055
26/08/2018 0:00,102,398,3.52,19.1,29.8,0.1
27/08/2018 0:00,100,406,3.52,19.1,25.5,0.074
28/08/2018 0:00,101,401,3.52,18.6,30.4,0.093
29/08/2018 0:00,101,396,3.52,17,29.8,0.129
30/08/2018 0:00,103,399,3.52,20,29.2,0.085
31/08/2018 0:00,102,403,3.52,18.9,31,0.13
01/09/2018 0:00,102,401,3.52,19.7,26.6,0.093
02/09/2018 0:00,102,402,3.52,19.7,30.7,0.128
03/09/2018 0:00,101,402,3.52,20.5,29.7,0.1
04/09/2018 0:00,103,398,3.52,18.8,30,0.081
05/09/2018 0:00,102,405,3.52,21.6,19.9,0.072
06/09/2018 0:00,100,405,3.52,20.2,29.9,0.076
07/09/2018 0:00,102,399,3.52,18.2,30.7,0.074
08/09/2018 0:00,101,401,3.52,19,30.7,0.085
09/09/2018 0:00,101,405,3.52,18.7,30.1,0.07
10/09/2018 0:00,100,400,3.52,18.5,30.3,0.114
11/09/2018 0:00,102,399,3.52,18.8,30.5,0.147
12/09/2018 0:00,102,403,3.52,18.9,30.8,0.151
13/09/2018 0:00,100,405,3.52,18.6,30.8,0.112
14/09/2018 0:00,101,396,3.52,19.7,30.7,0.134
15/09/2018 0:00,100,401,3.52,19.3,30.4,0.094
16/09/2018 0:00,105,397,3.52,19.9,25.8,0.085
17/09/2018 0:00,105,399,3.52,28,16.1,0.072
18/09/2018 0:00,100,401,3.52,18.8,30.4,0.068
19/09/2018 0:00,104,398,3.52,18.8,30.1,0.068
20/09/2018 0:00,100,401,3.52,19.5,30.6,0.084
21/09/2018 0:00,100,398,3.52,17,26.1,0.083
22/09/2018 0:00,102,398,3.52,18.9,30.4,0.109
23/09/2018 0:00,101,401,3.52,18.3,30.4,0.106
24/09/2018 0:00,102,397,3.52,19.1,30.1,0.153
25/09/2018 0:00,102,401,3.52,18.7,30.4,0.203
26/09/2018 0:00,102,404,3.52,18.9,30.3,0.19
27/09/2018 0:00,102,405,3.52,19.7,30,0.168
28/09/2018 0:00,103,403,3.52,18.7,28.4,0.164
29/09/2018 0:00,103,400,3.52,20.3,27.4,0.108
30/09/2018 0:00,103,398,3.52,20.1,24.8,0.067
01/10/2018 0:00,101,396,3.52,19.7,22.9,0.081
02/10/2018 0:00,100,397,3.52,24.6,21.3,0.066
03/10/2018 0:00,101,400,3.52,19.5,26.1,0.066
04/10/2018 0:00,101,404,3.52,17.5,29.9,0.083
05/10/2018 0:00,102,402,3.52,20.2,24.9,0.066
06/10/2018 0:00,101,393,3.52,19.4,29.8,0.096
07/10/2018 0:00,103,395,3.52,20.6,30,0.101
08/10/2018 0:00,102,400,3.52,19.7,30.3,0.083
09/10/2018 0:00,102,405,3.52,20.2,29.9,0.069
10/10/2018 0:00,103,398,3.52,19.1,30,0.097
11/10/2018 0:00,102,408,3.52,20.2,30,0.066
12/10/2018 0:00,103,404,3.52,19.6,29.3,0.103
13/10/2018 0:00,103,401,3.52,19.7,30.7,0.108
14/10/2018 0:00,103,399,3.52,19.6,30.8,0.119
15/10/2018 0:00,104,403,3.52,20.6,30.3,0.076
16/10/2018 0:00,102,400,3.52,20.1,29.6,0.099
17/10/2018 0:00,102,403,3.52,20.9,30.6,0.079
18/10/2018 0:00,102,396,3.52,19.3,31.1,0.092
19/10/2018 0:00,101,400,3.52,20.2,30.6,0.07
20/10/2018 0:00,101,401,3.52,20.4,28.5,0.058
21/10/2018 0:00,103,397,3.52,18.9,29.8,0.036
22/10/2018 0:00,102,399,3.52,21.4,19.7,0.064
23/10/2018 0:00,103,400,3.52,22.1,14.3,0.061
24/10/2018 0:00,101,396,3.52,22,17.9,0.114
25/10/2018 0:00,102,404,3.52,21.4,20,0.05
26/10/2018 0:00,101,400,3.52,20.8,25.9,0.084
27/10/2018 0:00,100,403,3.52,21.3,23.2,0.165
28/10/2018 0:00,101,402,3.52,19.8,29.5,0.15
29/10/2018 0:00,102,402,3.52,20.6,29.2,0.159
30/10/2018 0:00,102,401,3.52,17.7,29.6,0.118
31/10/2018 0:00,102,399,3.52,19.9,28.8,0.092
01/11/2018 0:00,102,404,3.52,20.8,28.9,0.099
02/11/2018 0:00,101,395,3.52,20.6,20.6,0.075
03/11/2018 0:00,102,403,3.52,20.8,25.1,0.081
04/11/2018 0:00,103,402,3.52,19.8,26.5,0.069
05/11/2018 0:00,102,403,3.52,21.9,16.6,0.064
06/11/2018 0:00,103,398,3.52,21.6,21.6,0.06
07/11/2018 0:00,102,398,3.52,19.6,28.8,0.059
08/11/2018 0:00,101,398,3.52,21.7,15,0.079
09/11/2018 0:00,101,380,3.52,19.8,21.9,0.058
10/11/2018 0:00,101,376,3.52,17.5,25.2,0.043
11/11/2018 0:00,102,401,3.52,19.5,27.3,0.054
12/11/2018 0:00,101,380,3.52,20.4,28.8,0.054
13/11/2018 0:00,101,382,3.52,18.1,29.8,0.048
14/11/2018 0:00,101,347,3.43,16,28.8,0.051
15/11/2018 0:00,102,347,3.27,16.8,30.9,0.034
16/11/2018 0:00,101,329,2.94,17.6,21.2,0.071
17/11/2018 0:00,100,317,2.95,19.4,13.9,0.163
18/11/2018 0:00,101,315,2.85,17.3,21.2,0.082
19/11/2018 0:00,102,321,2.85,16.7,24.1,0.058
20/11/2018 0:00,103,314,2.85,17.1,20.8,0.085
21/11/2018 0:00,102,327,2.84,16,23.2,0.067
22/11/2018 0:00,103,319,2.86,18.8,15.7,0.069
23/11/2018 0:00,103,333,3.05,9.1,23.8,0.078
24/11/2018 0:00,102,367,3.27,9.2,25.7,0.062
25/11/2018 0:00,101,369,3.26,9.2,25.6,0.058
26/11/2018 0:00,100,368,3.27,19.2,23.2,0.077
27/11/2018 0:00,102,369,3.28,19.1,24.2,0.065
28/11/2018 0:00,101,394,3.27,17.7,29.8,0.104
29/11/2018 0:00,101,408,3.26,18.2,30.1,0.094
30/11/2018 0:00,101,398,3.25,20.2,23.8,0.074
01/12/2018 0:00,100,398,3.26,18.6,26.9,0.047
02/12/2018 0:00,102,395,3.25,19,30.6,0.072
03/12/2018 0:00,101,400,3.27,18.2,30.4,0.062
04/12/2018 0:00,101,406,3.36,18.9,30.8,0.103
05/12/2018 0:00,101,400,3.35,18,30.1,0.19
06/12/2018 0:00,100,402,3.44,20.2,30.5,0.19
07/12/2018 0:00,100,391,3.43,20.6,30.3,0.103
08/12/2018 0:00,100,395,3.35,17.4,30,0.104
09/12/2018 0:00,101,396,3.35,18.6,30.8,0.115
10/12/2018 0:00,101,397,3.43,19.1,29.7,0.102
11/12/2018 0:00,102,400,3.43,20.3,29.7,0.123
12/12/2018 0:00,103,399,3.43,19.8,30.4,0.063
13/12/2018 0:00,101,403,3.43,25,5,0.086
14/12/2018 0:00,102,400,3.43,26.9,4.1,0.089
15/12/2018 0:00,102,402,3.43,26.2,0,0.078
16/12/2018 0:00,101,401,3.44,26.9,0,0.105
17/12/2018 0:00,100,406,3.44,26.3,0,0.138
18/12/2018 0:00,102,394,3.42,26.9,0,0.154
19/12/2018 0:00,103,364,2.95,25.4,0,0.105
20/12/2018 0:00,102,355,3.05,25.4,1.1,0.085
21/12/2018 0:00,102,357,3.05,20.1,18.1,0.101
22/12/2018 0:00,103,352,3.1,16.1,25.9,0.105
23/12/2018 0:00,103,370,3.15,17.5,23.2,0.095
24/12/2018 0:00,101,372,3.15,16.8,24.8,0.111
25/12/2018 0:00,101,352,3.21,17.5,26.6,0.058
26/12/2018 0:00,100,357,3.15,16.4,31.3,0.072
27/12/2018 0:00,102,366,3.15,16,30.1,0.077
28/12/2018 0:00,101,401,3.52,23.4,20.4,0.075
29/12/2018 0:00,102,406,3.52,21,27.5,0.155
30/12/2018 0:00,102,396,3.52,21,24.2,0.09
31/12/2018 0:00,101,403,3.43,18.8,28.2,0.071
01/01/2019 0:00,100,400,3.52,17.3,29.9,0.066
02/01/2019 0:00,102,405,3.52,18.9,27.6,0.102
03/01/2019 0:00,101,402,3.52,19.2,26.9,0.106
04/01/2019 0:00,101,400,3.52,17.8,29.1,0.112
05/01/2019 0:00,99,404,3.52,19.7,29,0.123
06/01/2019 0:00,101,394,3.52,18.9,28.9,0.095
07/01/2019 0:00,100,399,3.52,21.3,24.2,0.128
08/01/2019 0:00,99,402,3.52,19,30.3,0.12
09/01/2019 0:00,100,395,3.52,19.1,29.8,0.097
10/01/2019 0:00,101,400,3.43,21.7,22,0.11
11/01/2019 0:00,102,402,3.52,19.2,29.9,0.1
12/01/2019 0:00,100,404,3.52,18.8,29.5,0.084
13/01/2019 0:00,103,409,3.52,20.6,21.5,0.119
14/01/2019 0:00,103,401,3.52,20.1,25.2,0.066
15/01/2019 0:00,100,428,3.52,23.3,25.8,0.07
16/01/2019 0:00,102,401,3.52,16.9,25.6,0.1
17/01/2019 0:00,101,415,3.52,20.2,25.2,0.082
18/01/2019 0:00,101,356,3.52,19.1,21.9,0.059
19/01/2019 0:00,101,399,3.52,18.8,27.2,0.1
20/01/2019 0:00,103,401,3.52,18.1,30.3,0.092
21/01/2019 0:00,104,398,3.52,17,30.7,0.087
22/01/2019 0:00,103,406,3.52,19.2,29.6,0.108
23/01/2019 0:00,103,406,3.52,26.7,6.7,0.115
24/01/2019 0:00,104,404,3.52,18.1,30.9,0.096
25/01/2019 0:00,103,401,3.52,18,30.9,0.087
26/01/2019 0:00,101,402,3.52,18,30.7,0.092
27/01/2019 0:00,103,402,3.52,18,30,0.09
28/01/2019 0:00,103,403,3.52,18.1,30.6,0.097
29/01/2019 0:00,101,400,3.52,17,30.6,0.11
30/01/2019 0:00,102,396,3.52,16.6,30.9,0.138
31/01/2019 0:00,101,401,3.52,17.7,30.8,0.093
